File,First Sentence
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/0/1_0_1_MMMK27L__30-04-21-02-16-01_transcript.txt, za osam minuta počinje predstava
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/0/1_0_1_MMMK28L__30-04-21-02-16-12_transcript.txt, večeras mora da donese odluku u njegovoj smeni
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/0/1_0_1_MMMK29L__30-04-21-02-16-25_transcript.txt, u toj aferi novine su pisale danima
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/0/1_0_1_MMMK30L__30-04-21-02-16-37_transcript.txt, dugo vremena nismo ovde bili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd01n__28-04-21-01-53-17_transcript.txt, imamo još četiri minuta vremena do polaska voza
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd02n__28-04-21-01-53-46_transcript.txt, sutra ćemo sve raditi ponovo pa šta ispadne
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd03n__28-04-21-01-54-16_transcript.txt, kompjuteri su prodali u sve oblasti i bez njih se ne može
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd04n__28-04-21-01-54-37_transcript.txt, Otišao je u inostranstvo prošle godine i još se nije vratio
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd05n__28-04-21-01-54-57_transcript.txt, telefoni zvone po ceo dan i tebe traže
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd06n__28-04-21-01-55-26_transcript.txt, popiću se na drvo ako mi mama ne vidi
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd07n__28-04-21-01-55-42_transcript.txt, uvek se setim tebe kad čujem tu pesmu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd08n__28-04-21-01-55-59_transcript.txt, Da da tako smo se dogovorili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd09n__28-04-21-01-56-16_transcript.txt, znam znam Pa meni je 100 puta pričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd10n__28-04-21-01-56-34_transcript.txt, Mirjana je rekla da će se uskoro vratiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd11n__28-04-21-01-56-48_transcript.txt, na more Idemo u isto mesto kao i prošle godine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd12n__28-04-21-01-57-05_transcript.txt, na slavi ćemo imati preko 50 gostiju
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd13n__28-04-21-01-57-22_transcript.txt, raspitaću se pa ću ti javiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd14n__28-04-21-01-57-35_transcript.txt, naoblačilo se kao da će padati kiša
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd15n__28-04-21-01-57-51_transcript.txt, sećam se kada je ulicom Kneza Miloša saobraćao tramvaj
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd16n__28-04-21-01-58-29_transcript.txt, na mlade najviše uticaja imaju lica sa estrade kao i sporta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd17n__28-04-21-01-58-48_transcript.txt, čim uplata on će doneti robu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd18n__28-04-21-01-59-08_transcript.txt, Zvaću te ponovo otprilike za sat vremena
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd19n__28-04-21-01-59-23_transcript.txt, otvara se igraonica preko puta naše zgrade
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd20n__28-04-21-01-59-36_transcript.txt, javio se i otišao je na aerodrom
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd21n__28-04-21-01-59-50_transcript.txt, samo što sam stigao odmah sam morao da odem na sastanak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd22n__28-04-21-02-00-06_transcript.txt, Taman sam krenuo da učim a on me pozvao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd23n__28-04-21-02-00-21_transcript.txt, Strpi se još malo samo što nismo stigli
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd24n__28-04-21-02-00-36_transcript.txt, ovi klinci su nemoguće niko ih ne može obuzdati
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd25n__28-04-21-02-00-51_transcript.txt, on je ušao u voz nekoliko minuta pre nas
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd26n__28-04-21-02-01-06_transcript.txt, gotovo je sve možete početi sa pričam
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd27n__28-04-21-02-01-22_transcript.txt, kad završiš sa sastankom Javiće nam rezultate
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd28n__28-04-21-02-01-45_transcript.txt, malopre sam se čuo sa njim i on mi je sve ispričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd29n__28-04-21-02-02-02_transcript.txt, kada se vratim sa posla svratiću do tebe
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd30n__28-04-21-02-02-17_transcript.txt, Upravo su mi javili da treba da dođem sutra
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd31n__28-04-21-02-02-33_transcript.txt, prelazi ulicu naspram one tek renovirane buregdžinice
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_0_mvmd32n__28-04-21-02-03-21_transcript.txt, dok se saginje u maloga Ne zgaze ljubim fond
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk01n__28-04-21-02-03-36_transcript.txt, Vratiću se brzo
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk02n__28-04-21-02-03-50_transcript.txt, ne idem danas u školu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk03n__28-04-21-02-04-02_transcript.txt, prespava ću ceo dan
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk04n__28-04-21-02-04-16_transcript.txt, napisaću mu pismo
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk05n__28-04-21-02-04-29_transcript.txt, Krećemo za 5 minuta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk06n__28-04-21-02-04-42_transcript.txt, doći će na Mirko na ručak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk07n__28-04-21-02-04-55_transcript.txt, još malo pa će izbori
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk08n__28-04-21-02-05-08_transcript.txt, sutra će biti 27 u hladu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk09n__28-04-21-02-05-24_transcript.txt, to veče žurka kod komšija
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk10n__28-04-21-02-05-39_transcript.txt, za dva dana počinje škola
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk11n__28-04-21-02-05-51_transcript.txt, od sutra smo sami u kući
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk12n__28-04-21-02-06-04_transcript.txt, Petar će doći u ponedeljak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk13n__28-04-21-02-06-18_transcript.txt, moj sin ide prvi put sam na more
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk14n__28-04-21-02-06-33_transcript.txt, demonstracije su opet počele
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk15n__28-04-21-02-06-48_transcript.txt, pojavio se u poslednjem trenutku
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk16n__28-04-21-02-07-00_transcript.txt, Sanjao sam te pre neku noć
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk17n__28-04-21-02-07-14_transcript.txt, premijer je obećao viši standard
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk18n__28-04-21-02-07-29_transcript.txt, Opet je pijaca poskupela
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk19n__28-04-21-02-07-49_transcript.txt, večeras najavljuju padavine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk20n__28-04-21-02-08-03_transcript.txt, u ponedeljak putujem na frušku Goru
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk21n__28-04-21-02-08-17_transcript.txt, ma karta važi još dva dana
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk22n__28-04-21-02-08-30_transcript.txt, naša kola su stara 10 godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk23n__28-04-21-02-08-44_transcript.txt, sutra se završava školska godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk24n__28-04-21-02-08-57_transcript.txt, preko leta ću biti u Beogradu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk25n__28-04-21-02-09-12_transcript.txt, nismo u kontaktu više od godinu dana
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk26n__28-04-21-02-09-28_transcript.txt, u prahu smo već devet godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk27n__28-04-21-02-09-41_transcript.txt, za osam minuta počinje predstava
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk28n__28-04-21-02-09-56_transcript.txt, večeras mora da donese odluku o njegovoj smeni
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk29n__28-04-21-02-10-12_transcript.txt, u toj aferi novine su pisale danima
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/1/2_1_1_mvmk30n__28-04-21-02-10-48_transcript.txt, dugo vremena nismo ovde bili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd01r__28-04-21-02-11-27_transcript.txt, imamo još četiri minuta vremena do polaska voza
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd02r__28-04-21-02-11-57_transcript.txt, sutra ćemo sve raditi ponovo pa šta ispadne
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd03r__28-04-21-02-12-14_transcript.txt, kompjuteri su prodali u sve oblasti i bez njih se ne može
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd04r__28-04-21-02-12-33_transcript.txt, otišao inostranstvo prošle godine i još se nije vratio
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd05r__28-04-21-02-12-51_transcript.txt, telefoni zvone po ceo dan i tebe traže
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd06r__28-04-21-02-13-08_transcript.txt, popiću se na drvo ako mi mama ne vidi
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd07r__28-04-21-02-13-23_transcript.txt, uvek se setim tebe Kada čujem tu pesmu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd08r__28-04-21-02-13-38_transcript.txt, Da da tako smo se dogovorili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd09r__28-04-21-02-13-52_transcript.txt, znam znam Pa meni je 100 puta pričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd10r__28-04-21-02-14-12_transcript.txt, Anđela je rekla da će se uskoro vratiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd11r__28-04-21-02-14-27_transcript.txt, na more Idemo isto mesto kao i prošle godine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd12r__28-04-21-02-14-43_transcript.txt, na slavi ćemo imati preko 50 gostiju
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd13r__28-04-21-02-15-02_transcript.txt, raspitaću se pa ću ti javiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd14r__28-04-21-02-15-15_transcript.txt, naoblačilo se kao da će padati kiša
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd15r__28-04-21-02-15-30_transcript.txt, sećam se kada je ulicom Kneza Miloša saobraćao tramvaj
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd16r__28-04-21-02-15-49_transcript.txt, na mlade najviše uticaj imaju lica sa estrade kao i sporta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd17r__28-04-21-02-16-08_transcript.txt, čim uplata on će doneti robu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd18r__28-04-21-02-16-23_transcript.txt, nazvat ću te ponovo otprilike za sat vremena
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd19r__28-04-21-02-16-40_transcript.txt, otvara se igraonica preko puta naše zgrade
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd20r__28-04-21-02-16-56_transcript.txt, javio se i otišao je na aerodrom
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd21r__28-04-21-02-17-12_transcript.txt, samo što sam stigao odmah sam morao da odem na sastanak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd22r__28-04-21-02-17-29_transcript.txt, Taman sam krenula da učim pa one pozvao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd23r__28-04-21-02-17-44_transcript.txt, Strpi se još malo samo što nismo stigli
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd24r__28-04-21-02-17-59_transcript.txt, ovi klinci su nemoguće niko ih ne može obuzdati
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd25r__28-04-21-02-18-16_transcript.txt, Milan je ušao u voz nekoliko minuta pre nas
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd26r__28-04-21-02-18-31_transcript.txt, gotovo je sve možete početi sa pričom
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd27r__28-04-21-02-18-47_transcript.txt, kada završim sa sastankom Javiće nam rezultate
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd28r__28-04-21-02-19-03_transcript.txt, malopre sam se čuo sa njim i on mi je sve ispričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd29r__28-04-21-02-19-21_transcript.txt, kada se vratim sa posla svratiću do tebe
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd30r__28-04-21-02-19-37_transcript.txt, Upravo su mi javili da treba da dođem sutra
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd31r__28-04-21-02-19-54_transcript.txt, prelazio je ulicu na spremao ne tek renovirane buregdžinice
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_0_okzd32r__28-04-21-02-20-23_transcript.txt, dok se saginje umalo ga ne zgazi ljubim forum
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk04r__28-04-21-02-20-40_transcript.txt, napisaću mu pismo
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk05r__28-04-21-02-20-56_transcript.txt, Krećemo za 5 minuta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk06r__28-04-21-02-21-09_transcript.txt, doći ćemo Mirko na ručak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk07r__28-04-21-02-21-21_transcript.txt, još malo pa će izbori
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk08r__28-04-21-02-21-35_transcript.txt, sutra će biti 27 hladu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk09r__28-04-21-02-21-48_transcript.txt, doveče je žurka kod komšija
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk10r__28-04-21-02-22-03_transcript.txt, za dva dana počinje škola
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk11r__28-04-21-02-22-18_transcript.txt, od sutra smo sami u kući
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk12r__28-04-21-02-22-31_transcript.txt, Petar će doći u ponedeljak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk13r__28-04-21-02-22-45_transcript.txt, moj sin ide prvi put sam na more
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk14r__28-04-21-02-23-00_transcript.txt, demonstracije su opet počele
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk15r__28-04-21-02-23-14_transcript.txt, pojavio se u poslednjem trenutku
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk16r__28-04-21-02-23-27_transcript.txt, Sanjala sam te pre neku noć
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk17r__28-04-21-02-23-41_transcript.txt, premijer je obećao viši standard
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk18r__28-04-21-02-23-55_transcript.txt, Opet je pijaca poskupela
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk19r__28-04-21-02-24-08_transcript.txt, večeras najavljuju padavine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk20r__28-04-21-02-24-21_transcript.txt, u ponedeljak putujem na frušku Goru
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk21r__28-04-21-02-24-34_transcript.txt, moja karta važi još dva dana
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk22r__28-04-21-02-24-47_transcript.txt, naša kola su stara 10 godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk23r__28-04-21-02-25-00_transcript.txt, sutra se završava školska godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk24r__28-04-21-02-25-13_transcript.txt, preko leta ću biti u Beogradu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk25r__28-04-21-02-25-29_transcript.txt, nismo u kontaktu više od godinu dana
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk26r__28-04-21-02-25-44_transcript.txt, u braku smo već devet godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk27r__28-04-21-02-26-00_transcript.txt, za osam minuta počinje predstava
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk28r__28-04-21-02-26-15_transcript.txt, večeras mora da donese odluku njegovoj smeni
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk29r__28-04-21-02-26-31_transcript.txt, o toj aferi novine su pisale danima
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/2/3_2_1_okzk30r__28-04-21-02-26-45_transcript.txt, dugo vremena nismo ovde bili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD01S__28-04-21-02-27-16_transcript.txt, imamo iz 4 minuta vremena do polaska voza
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD02S__28-04-21-02-27-38_transcript.txt, sutra ćemo sve raditi ponovo pa šta ispadne
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD03S__28-04-21-02-27-53_transcript.txt, kompjuteri su prodali u sve oblasti bez njih se ne može
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD04S__28-04-21-02-28-09_transcript.txt, otišao inostranstvo prošle godine i još se nije vratio
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD05S__28-04-21-02-28-26_transcript.txt, telefon mi zvoni po ceo dan i tebe traže
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD06S__28-04-21-02-28-43_transcript.txt, popiću se na drvo ako mi mama ne vidi
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD07S__28-04-21-02-28-58_transcript.txt, uvek se setim tebe Kada čujem tu pesmu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD08S__28-04-21-02-29-13_transcript.txt, Da da tako smo se dogovorili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD09S__28-04-21-02-29-40_transcript.txt, znam znam Pa meni je 100 puta pričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD10S__28-04-21-02-29-55_transcript.txt, Mirjana je rekla da će se uskoro vratiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD11S__28-04-21-02-30-11_transcript.txt, na more Idemo u isto mesto kao i prošle godine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD12S__28-04-21-02-30-26_transcript.txt, slabi ćemo imati preko 50 gostiju
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD13S__28-04-21-02-30-40_transcript.txt, raspitaću se pa ću ti javiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD14S__28-04-21-02-30-58_transcript.txt, oblačila se kao da će padati kiša
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD15S__28-04-21-02-31-16_transcript.txt, sećam se kada je ulicom Kneza Miloša saobraćao tramvaj
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD16S__28-04-21-02-31-36_transcript.txt, na mlade najviše uticaja imaju lice sa estrade kao i sporta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD17S__28-04-21-02-31-55_transcript.txt, čim plate on će doneti robu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD18S__28-04-21-02-32-10_transcript.txt, nazvat ću te ponovo otprilike za sat vremena
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD19S__28-04-21-02-32-24_transcript.txt, otvara se igraonica preko puta naše zgrade
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD20S__28-04-21-02-32-40_transcript.txt, javio se i otišao je na aerodrom
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD21S__28-04-21-02-32-54_transcript.txt, samo što sam stigao odmah sam morao da odem na sastanak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD22S__28-04-21-02-33-10_transcript.txt, Taman sam krenula da učim pa me pozvao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD23S__28-04-21-02-33-26_transcript.txt, Strpi se još malo samo što nismo stigli
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD24S__28-04-21-02-33-40_transcript.txt, ovi klinci su nemoguće niko ih ne može obuzdati
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD25S__28-04-21-02-33-56_transcript.txt, Milan je ušao u voz nekoliko minuta pre nas
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD26S__28-04-21-02-34-11_transcript.txt, gotovo je sve možete početi sa pričom
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD27S__28-04-21-02-34-26_transcript.txt, kad završiš sa sastankom javiću nam rezultate
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD28S__28-04-21-02-34-42_transcript.txt, malopre sam se čuo sa njim i on mi je sve ispričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD29S__28-04-21-02-34-57_transcript.txt, kada se vratim sa posla svratiću do tebe
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD30S__28-04-21-02-35-12_transcript.txt, Upravo su mi javili da treba da dođem sutra
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD31S__28-04-21-02-35-28_transcript.txt, prelazi ulicu nespreman tek renovirane burekdžinica
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_0_SZZD32S__28-04-21-02-35-53_transcript.txt, dok se saginje Umalo da ga Nescafe ljubim Ford
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK01S__28-04-21-02-36-08_transcript.txt, Vratiću se brzo
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK02S__28-04-21-02-36-20_transcript.txt, ne idem danas u školu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK03S__28-04-21-02-36-33_transcript.txt, spavaću ceo dan
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK04S__28-04-21-02-36-45_transcript.txt, napisaću mu pismo
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK05S__28-04-21-02-37-00_transcript.txt, Krećemo za 5 minuta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK06S__28-04-21-02-37-13_transcript.txt, doći će na Mirko na ručak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK07S__28-04-21-02-37-25_transcript.txt, još malo pa će izbori
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK08S__28-04-21-02-37-38_transcript.txt, sutra će biti 27 u hladu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK09S__28-04-21-02-37-54_transcript.txt, povećaj žurka kod komšija
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK10S__28-04-21-02-38-09_transcript.txt, za dva dana počinje škola
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK11S__28-04-21-02-38-23_transcript.txt, od sutra smo sami u kući
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK12S__28-04-21-02-38-37_transcript.txt, Petar će doći u ponedeljak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1057/3/5_3_1_SZZK13S__28-04-21-02-38-51_transcript.txt, moj sin ide prvi put sam na more
